slug,title,collection,url_path,total_score,score_A_answer,score_B_schema,score_C_extract,score_D_entity,score_E_fresh,has_tldr,has_faq,has_schema_type,schema_types_found,has_table,avg_paragraph_length,question_headings_count,last_updated,word_count,top_fix_1,top_fix_2,top_fix_3
bali-hidden-beaches-guide,【峇里島秘境沙灘】避開人潮！6 個絕美無人秘境、潮汐查詢教學與隱藏地圖全攻略,blog,/blog/bali-hidden-beaches-guide/,54.2,16.2,14,10,13,1,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction|LocalBusiness,no,52,1,2023-08-22,1175,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【峇里島秘境沙灘】避開人潮！6 個絕美無人秘境、潮」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-budget-tips-k-explained,峇里島旅遊預算指南：看懂價格中的「K」如何幫助您控制預算,blog,/blog/bali-budget-tips-k-explained/,34.3,6.3,8,9,8,3,no,no,partial,Article|BreadcrumbList,no,61,1,2023-08-24,914,開頭150字內補直接回答段：針對「峇里島旅遊預算指南：看懂價格中的「K」如何幫助您控」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema
bali-travel-money-saving-tips,印尼峇里島旅遊省錢大作戰！19個巴里島旅遊省錢秘訣攻略,blog,/blog/bali-travel-money-saving-tips/,60.4,12,20,13.4,11,4,no,yes,yes,Article|BreadcrumbList|FAQPage,no,62,0,2023-08-25,3802,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,開頭150字內補直接回答段：針對「印尼峇里島旅遊省錢大作戰！19個巴里島旅遊省錢秘訣」先給結論（推薦名單/價格區間/具體做法），再展開細節,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
penglipuran-village-bali-experience,【峇里島文化景點】Penglipuran 彭麗普蘭村攻略：走進全島最乾淨古老村莊與竹林秘境,blog,/blog/penglipuran-village-bali-experience/,53.3,11.8,17,6.5,13,5,callout-only,section-only,yes,Article|BreadcrumbList|LocalBusiness,no,69,5,2023-08-26,2072,開頭150字內補直接回答段：針對「【峇里島文化景點】Penglipuran 彭麗普蘭」先給結論（推薦名單/價格區間/具體做法），再展開細節,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
bali-digital-nomad-visa-guide,如何在峇里島取得簽證邊度假邊工作？峇里島數位遊牧指南,blog,/blog/bali-digital-nomad-visa-guide/,53.5,11.5,14,10,13,5,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction|HowTo,no,55,1,2023-09-05,2475,開頭150字內補直接回答段：針對「如何在峇里島取得簽證邊度假邊工作？峇里島數位遊牧指」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-travel-cash-budget-guide,峇里島旅遊費用? 峇里島旅遊要準備多少現金？,blog,/blog/bali-travel-cash-budget-guide/,50.5,15.5,12,10,8,5,callout-only,no,yes,Article|BreadcrumbList,no,40,2,2026-01-11,376,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱,開頭150字內補直接回答段：針對「峇里島旅遊費用? 峇里島旅遊要準備多少現金？」先給結論（推薦名單/價格區間/具體做法），再展開細節
jimbaran-seafood-restaurants-list,【金巴蘭海鮮推薦】11 間不踩雷景觀餐廳：看夕陽吃炭烤龍蝦、價格透明、在地人也愛的私藏清單,blog,/blog/jimbaran-seafood-restaurants-list/,56.3,9.4,14,11.9,13,8,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction|LocalBusiness,no,98,0,2026-05-02,2283,開頭150字內補直接回答段：針對「【金巴蘭海鮮推薦】11 間不踩雷景觀餐廳：看夕陽吃」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
canggu-top-hotels-guide,峇里島住宿推薦：Canggu Top 18 你不能錯過的住宿推薦,blog,/blog/canggu-top-hotels-guide/,61.4,22.3,8,11.1,11,9,callout-only,no,partial,Article|BreadcrumbList,no,78,0,2025-06-02,6754,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
nusa-penida-best-restaurants,佩尼達島美食和碧海藍天：Nusa Penida的Top 10美食餐廳,blog,/blog/nusa-penida-best-restaurants/,58.9,18.2,15,9.7,11,5,yes,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction|LocalBusiness,no,48,0,2023-10-22,3874,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「佩尼達島美食和碧海藍天：Nusa Penida的T」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
ayana-resort-bali-guide,AYANA Resort Bali｜阿雅娜完整攻略：4 個區域比較、Rock Bar 日落預約 2026 - Go Bali Go,blog,/blog/ayana-resort-bali-guide/,66.1,24.5,7,13.6,11,10,yes,no,partial,Article|BreadcrumbList,no,68,0,2026-03-26,6186,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
ubud-campuhan-ridge-walk,烏布中心步行可到的距離居然有這樣的天堂？「烏布天空步道」Campuhan Ridge Walk介紹,blog,/blog/ubud-campuhan-ridge-walk/,49.8,11.8,13,9,13,3,no,no,yes,Article|BreadcrumbList|LocalBusiness,no,79,3,2023-10-29,1091,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
nusa-penida-snorkeling-guide,努沙佩尼達島 (Nusa Penida) 如何參加浮潛？一日遊船票預約、潛點分布與新手必讀指南,blog,/blog/nusa-penida-snorkeling-guide/,59.3,17.1,14,11.2,11,6,yes,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction,no,59,2,2023-11-02,2800,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「努沙佩尼達島 (Nusa Penida) 如何參加」先給結論（推薦名單/價格區間/具體做法），再展開細節,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
bali-investment-rules-2024,2024年峇里島投資新法規：對國外投資者投資峇里島的影響,blog,/blog/bali-investment-rules-2024/,33,4,8,7,11,3,no,no,partial,Article|BreadcrumbList,no,96,0,2023-11-03,478,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
uluwatu-bali-villas-resorts-guide,烏魯瓦圖住宿推薦 2026｜14 間無敵海景 Villa 與渡假村完整攻略 - Go Bali Go,blog,/blog/uluwatu-bali-villas-resorts-guide/,50.4,12.4,8,9,13,8,callout-only,no,partial,Article|BreadcrumbList,no,56,0,2026-03-08,4942,開頭150字內補直接回答段：針對「烏魯瓦圖住宿推薦 2026｜14 間無敵海景 Vi」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
bali-family-travel-guide-2,【峇里島親子旅遊全攻略】帶嫩嬰、幼童出國不崩潰！副食品準備、保母預約、親子友善住宿與景點推薦,blog,/blog/bali-family-travel-guide-2/,65.9,15.9,20,10,13,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,57,2,2026-05-11,2907,開頭150字內補直接回答段：針對「【峇里島親子旅遊全攻略】帶嫩嬰、幼童出國不崩潰！副」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
seminyak-beach-resorts-guide,【水明漾住宿推薦】精選 10+ 濱海一線精品飯店：開窗即印度洋日落、極致設計感與避世度假指南,blog,/blog/seminyak-beach-resorts-guide/,57.8,22.3,8,6.5,13,8,callout-only,no,partial,Article|BreadcrumbList,no,116,0,2025-10-20,4391,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
sanur-kayaking-experience,樂趣無窮的水上活動：在沙努爾體驗獨木舟之樂,blog,/blog/sanur-kayaking-experience/,48.1,14.5,13,7.6,10,3,no,no,yes,Article|BreadcrumbList|LocalBusiness,no,92,0,2023-11-06,855,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
jimbaran-guide,峇里島自由行金巴蘭攻略：推薦30個玩樂景點全攻略｜2026旅遊指南,blog,/blog/jimbaran-guide/,44.9,6.5,14,7.4,13,4,no,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction,no,92,0,2023-11-09,4119,開頭150字內補直接回答段：針對「峇里島自由行金巴蘭攻略：推薦30個玩樂景點全攻略｜」先給結論（推薦名單/價格區間/具體做法），再展開細節,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
bali-drone-travel-guide,前往印尼/峇里島旅行可以攜帶無人機/空拍機嗎？,blog,/blog/bali-drone-travel-guide/,36,11,9,7,8,1,callout-only,no,partial,Article|BreadcrumbList,no,63,0,2023-11-13,391,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
ubud-guide,2026峇里島完整烏布攻略：100種深入認識烏布的方式｜探索烏布的魅力,blog,/blog/ubud-guide/,57.5,15.4,15,13.1,9,5,callout-only,no,yes,Article|BreadcrumbList|TouristDestination|Article/TravelAction,no,77,0,2023-11-17,24212,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2026峇里島完整烏布攻略：100種深入認識烏布的」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-drone-regulations-guide,印尼/峇里島無人機/空拍機飛行規定與禁忌,blog,/blog/bali-drone-regulations-guide/,32,6,8,7,8,3,no,no,partial,Article|BreadcrumbList,no,57,0,2023-11-20,527,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
ubud-omma-dayclub-tegenungan-waterfall,峇里島烏布的瀑布酒吧 OMMA Dayclub：感受chill氛圍，陽光下的愜意時光,blog,/blog/ubud-omma-dayclub-tegenungan-waterfall/,48.1,12.1,13,7,13,3,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,72,0,2023-11-27,842,開頭150字內補直接回答段：針對「峇里島烏布的瀑布酒吧 OMMA Dayclub：感」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-elderly-travel-guide,帶長輩去旅行：適合長者的峇里島旅行指南 - 安全、舒適與注意事項,blog,/blog/bali-elderly-travel-guide/,46.6,12.2,10,11.4,8,5,yes,no,partial,Article|BreadcrumbList,no,53,0,2023-11-29,2157,開頭150字內補直接回答段：針對「帶長輩去旅行：適合長者的峇里島旅行指南 - 安全、」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱
bali-voltage-adapter-tips,峇里島旅遊電壓/插頭完全攻略：空拍機、單眼相機與筆電充電建議（含萬用轉接頭挑選）,blog,/blog/bali-voltage-adapter-tips/,69,19,20,12,11,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,63,6,2025-11-30,1587,開頭150字內補直接回答段：針對「峇里島旅遊電壓/插頭完全攻略：空拍機、單眼相機與筆」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
canggu-la-brisa-restaurant-guide,【峇里島最美餐廳】La Brisa Bali 攻略：走進長谷（Canggu）夢幻海盜船、Echo Beach 日落預約與必拍景點,blog,/blog/canggu-la-brisa-restaurant-guide/,65,19,13,14,15,4,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,53,1,2024-12-04,1020,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【峇里島最美餐廳】La Brisa Bali 攻略」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-visa-landing-vs-electronic,峇里島旅遊簽證攻略：落地簽 vs 電子簽，哪種更適合你？,blog,/blog/bali-visa-landing-vs-electronic/,54.6,13.6,13,12,11,5,no,no,yes,Article|BreadcrumbList|HowTo,no,64,1,2023-12-05,1272,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-best-time-to-visit,峇里島最佳旅遊時間？深入了解乾季、雨季/優缺點解析,blog,/blog/bali-best-time-to-visit/,59.7,15.7,20,10,11,3,no,yes,yes,Article|BreadcrumbList|FAQPage,no,72,0,2023-12-06,1128,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
2026-bali-trip-planning-guide,【2026 峇里島自由行】7 步驟輕鬆規劃完美旅程：機票、簽證、區域選擇與包車全攻略,blog,/blog/2026-bali-trip-planning-guide/,64,19,20,10,10,5,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,40,0,2023-12-06,2466,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱
2025-bali-immigration-process,2025峇里島入境變革一分鐘搞懂：印尼/峇里島入境流程 - 下飛機/過海關/到領行李的流程,blog,/blog/2025-bali-immigration-process/,55,17,14,10,11,3,callout-only,no,yes,Article|BreadcrumbList|HowTo,no,29,0,2023-12-07,853,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「2025峇里島入境變革一分鐘搞懂：印尼/峇里島入境」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
oneeighty-dayclub-uluwatu-pool,探索Oneeighty Day Club：峇里島懸崖邊的游泳池極致美景,blog,/blog/oneeighty-dayclub-uluwatu-pool/,47.5,9.5,12,12,11,3,no,no,yes,Article|BreadcrumbList|LocalBusiness,no,39,0,2023-12-07,1002,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「探索Oneeighty Day Club：峇里島懸」先給結論（推薦名單/價格區間/具體做法），再展開細節
2024-bali-festival-calendar,2024年印尼國定假日&峇里島節慶完整指南：精彩活動日期一覽！,blog,/blog/2024-bali-festival-calendar/,64.1,15.6,20,11.5,11,6,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,35,2,2023-12-09,5626,開頭150字內補直接回答段：針對「2024年印尼國定假日&峇里島節慶完整指南：精彩活」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
2025-bali-nyepi-day-guide,關於峇里島2025寧靜日/靜居日是什麼時候?妖怪大遊行在那裡？你該不該去旅遊?,blog,/blog/2025-bali-nyepi-day-guide/,64.2,12.7,24,9.5,13,5,no,yes,yes,Article|BreadcrumbList|FAQPage,no,69,8,2023-12-30,2099,文章開頭加TL;DR重點摘要（3-5個列點的快速結論），並補frontmatter description,開頭150字內補直接回答段：針對「關於峇里島2025寧靜日/靜居日是什麼時候?妖怪大」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
2026-bali-tourism-tax-guide,【2026 峇里島觀光稅懶人包】最新繳費教學、Love Bali 官網操作與跳島回島是否重繳全解析,blog,/blog/2026-bali-tourism-tax-guide/,65.4,16.4,14,16,13,6,callout-only,no,yes,Article|BreadcrumbList|HowTo,no,47,3,2024-01-03,1470,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【2026 峇里島觀光稅懶人包】最新繳費教學、Lo」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
